glycan_ID,residue,residue_ID,name,anomer,absolute,ring,parent_ID,site,form_name
G25837HW,unassigned,10,Man,a,D,p,NC,x,Manp
G25890BU,unassigned,10,Gal,a,D,p,N2,4,Galp
G26144DH,unassigned,12,Gal,b,D,p,10,4,Galp
G26144DH,unassigned,13,Man,a,D,p,NC,3|6,Manp
G26144DH,unassigned,14,GlcNAc,b,D,p,13,2,GlcpNAc
G26144DH,unassigned,16,Gal,b,D,p,14,4,Galp
G26144DH,unassigned,6,Man,a,D,p,NC,3|6,Manp
G26144DH,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G26144DH,unassigned,9,Gal,b,D,p,7,4,Galp
G26144DH,unassigned,10,GlcNAc,b,D,p,6,6,GlcpNAc
G26421QW,unassigned,11,Fuc,x,L,p,10,x,Fucp
G26421QW,unassigned,6,Man,a,D,p,NC,3|6,Manp
G26421QW,unassigned,7,Man,x,D,p,6,x,Manp
G26421QW,unassigned,8,Man,x,D,p,6,x,Manp
G26421QW,unassigned,9,Man,a,D,p,NC,3|6,Manp
G26421QW,unassigned,10,GlcNAc,x,D,p,9,x,GlcpNAc
G26624YG,unassigned,6,Man,a,D,p,NC,3|6,Manp
G26624YG,unassigned,7,Man,a,D,p,NC,3|6,Manp
G26624YG,unassigned,8,Man,x,D,p,7,x,Manp
G26624YG,unassigned,9,Man,x,D,p,7,x,Manp
G26624YG,unassigned,10,Man,x,D,p,9,x,Manp
G26684GN,unassigned,6,Man,a,D,p,NC,x,Manp
G26684GN,unassigned,7,Man,a,D,p,NC,x,Manp
G26684GN,unassigned,8,GlcNAc,b,D,p,7,2,GlcpNAc
G26684GN,unassigned,10,Gal,b,D,p,8,4,Galp
G26730QM,unassigned,17,GlcNAc,b,D,p,N6,4,GlcpNAc
G26730QM,unassigned,19,Gal,b,D,p,17,4,Galp
G26939ZY,unassigned,9,Glc,b,D,p,N2,4,Glcp
G27102CT,unassigned,11,Gal,x,D,p,10,x,Galp
G27102CT,unassigned,14,GlcNAc,x,D,p,N4,x,GlcpNAc
G27102CT,unassigned,15,Gal,x,D,p,14,x,Galp
G27102CT,unassigned,17,GlcNAc,x,D,p,N4,x,GlcpNAc
G27102CT,unassigned,18,Gal,x,D,p,17,x,Galp
G27102CT,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G27102CT,unassigned,8,Gal,x,D,p,7,x,Galp
G27102CT,unassigned,10,GlcNAc,x,D,p,N1,x,GlcpNAc
G27122CE,unassigned,11,Gal,x,D,p,10,x,Galp
G27122CE,unassigned,12,NeuNAc,x,D,p,11,x,NeupNAc
G27122CE,unassigned,6,Man,a,D,p,NC,3|6,Manp
G27122CE,unassigned,7,Man,a,D,p,6,3,Manp
G27122CE,unassigned,8,Man,a,D,p,6,6,Manp
G27122CE,unassigned,9,Man,a,D,p,NC,3|6,Manp
G27122CE,unassigned,10,GlcNAc,x,D,p,9,x,GlcpNAc
G27165KO,unassigned,11,NeuNAc,a,D,p,10,6,NeupNAc
G27165KO,unassigned,6,Man,a,D,p,NC,x,Manp
G27165KO,unassigned,7,Man,a,D,p,NC,x,Manp
G27165KO,unassigned,8,GlcNAc,b,D,p,7,2,GlcpNAc
G27165KO,unassigned,10,Gal,b,D,p,8,4,Galp
G27561QX,unassigned,11,GlcNAc,x,D,p,N4,2,GlcpNAc
G27561QX,unassigned,13,Gal,x,D,p,11,4,Galp
G27561QX,unassigned,14,Fuc,x,L,p,NA,6,Fucp
G27561QX,unassigned,7,GlcNAc,x,D,p,N1,2,GlcpNAc
G27561QX,unassigned,9,Gal,x,D,p,7,4,Galp
G28128KH,unassigned,10,Gal,b,D,p,N3,3,Galp
G28156XV,unassigned,2,Fuc,x,L,p,NA,x,Fucp
G28347RJ,unassigned,7,GlcNAc,b,D,p,N1,x,GlcpNAc
G28347RJ,unassigned,9,Gal,b,D,p,7,4,Galp
G28536BG,unassigned,12,GlcNAc,x,D,p,6,x,GlcpNAc
G28536BG,unassigned,13,Gal,x,D,p,12,x,Galp
G28536BG,unassigned,14,NeuNAc,x,D,p,13,x,NeupNAc
G28536BG,unassigned,17,Man,a,D,p,NC,3|6,Manp
G28536BG,unassigned,18,GlcNAc,x,D,p,17,x,GlcpNAc
G28536BG,unassigned,6,Man,a,D,p,NC,3|6,Manp
G28536BG,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G28536BG,unassigned,8,Gal,x,D,p,7,x,Galp
G28536BG,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc
G29130SY,unassigned,12,NeuNAc,a,D,p,N2,6,NeupNAc
G29228MX,unassigned,11,Gal,b,D,p,9,4,Galp
G29228MX,unassigned,7,GlcNAc,b,D,p,N1,x,GlcpNAc
G29228MX,unassigned,9,GlcNAc,b,D,p,N1,x,GlcpNAc
G29271US,unassigned,11,Man,a,D,p,10,3|6,Manp
G29271US,unassigned,6,Man,a,D,p,NC,3|6,Manp
G29271US,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G29271US,unassigned,9,Gal,b,D,p,7,4,Galp
G29271US,unassigned,10,Man,a,D,p,NC,3|6,Manp
G29500SJ,unassigned,12,Man,a,D,p,NC,3|6,Manp
G29500SJ,unassigned,13,GlcNAc,x,D,p,12,x,GlcpNAc
G29500SJ,unassigned,14,Gal,x,D,p,13,x,Galp
G29500SJ,unassigned,16,GlcNAc,x,D,p,12,x,GlcpNAc
G29500SJ,unassigned,17,Gal,x,D,p,16,x,Galp
G29500SJ,unassigned,18,NeuNAc,x,D,p,17,x,NeupNAc
G29500SJ,unassigned,6,Man,a,D,p,NC,3|6,Manp
G29500SJ,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G29500SJ,unassigned,8,Gal,x,D,p,7,x,Galp
G29500SJ,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc
G29539MT,unassigned,16,NeuNAc,a,D,p,N6,3|6,NeupNAc
G29539MT,unassigned,21,NeuNAc,a,D,p,N10,3|6,NeupNAc
G29895JE,unassigned,12,Man,a,D,p,NC,3|6,Manp
G29895JE,unassigned,13,GlcNAc,x,D,p,12,x,GlcpNAc
G29895JE,unassigned,6,Man,a,D,p,NC,3|6,Manp
G29895JE,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G29895JE,unassigned,9,Gal,b,D,p,7,4,Galp
G29895JE,unassigned,10,NeuNAc,x,D,p,9,x,NeupNAc
G29972ZX,unassigned,9,GlcNAc,b,D,p,N1,6,GlcpNAc
G30062BR,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G30062BR,unassigned,14,Gal,b,D,p,12,4,Galp
G30062BR,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G30084YQ,unassigned,17,GlcNAc,a,D,p,N20,6,GlcpNAc
G30439IP,unassigned,13,Man,a,D,p,N4,x,Manp
G30617IL,unassigned,12,Gal,b,D,p,10,4,Galp
G30617IL,unassigned,13,Man,a,D,p,NC,3|6,Manp
G30617IL,unassigned,14,GlcNAc,b,D,p,13,2,GlcpNAc
G30617IL,unassigned,16,Gal,b,D,p,14,4,Galp
G30617IL,unassigned,17,GlcNAc,b,D,p,13,6,GlcpNAc
G30617IL,unassigned,19,Gal,b,D,p,17,4,Galp
G30617IL,unassigned,6,Man,a,D,p,NC,3|6,Manp
G30617IL,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G30617IL,unassigned,9,Gal,b,D,p,7,4,Galp
G30617IL,unassigned,10,GlcNAc,b,D,p,6,4,GlcpNAc
G30618VC,unassigned,13,GlcNAc,a,D,p,N4,2,GlcpNAc
G30618VC,unassigned,15,Gal,b,D,p,13,4,Galp
G30618VC,unassigned,16,NeuNAc,a,D,p,15,3,NeupNAc
G30618VC,unassigned,7,GlcNAc,a,D,p,N1,2,GlcpNAc
G30618VC,unassigned,9,Gal,b,D,p,7,4,Galp
G30618VC,unassigned,10,NeuNAc,a,D,p,9,3,NeupNAc
G30633FJ,unassigned,7,GlcNAc,b,D,p,N1,x,GlcpNAc
G30797DS,unassigned,14,NeuNAc,a,D,p,N6,x,NeupNAc
G31021LA,unassigned,12,Gal,b,D,p,10,4,Galp
G31021LA,unassigned,13,NeuNAc,a,D,p,12,3|6,NeupNAc
G31021LA,unassigned,15,Man,a,D,p,NC,3|6,Manp
G31021LA,unassigned,16,GlcNAc,b,D,p,15,2,GlcpNAc
G31021LA,unassigned,6,Man,a,D,p,NC,3|6,Manp
G31021LA,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G31021LA,unassigned,18,Gal,b,D,p,16,4,Galp
G31021LA,unassigned,9,Gal,b,D,p,7,4,Galp
G31021LA,unassigned,10,GlcNAc,b,D,p,6,4,GlcpNAc
G31254TP,unassigned,15,NeuNAc,a,D,p,N8,x,NeupNAc
G31254TP,unassigned,10,NeuNAc,a,D,p,N3,x,NeupNAc
G31254TP,unassigned,21,NeuNAc,a,D,p,N6,x,NeupNAc
G31438WA,unassigned,13,GlcNAc,b,D,p,N4,x,GlcpNAc
G31438WA,unassigned,15,Gal,b,D,p,13,4,Galp
G31438WA,unassigned,16,NeuNAc,a,D,p,15,3|6,NeupNAc
G31438WA,unassigned,7,GlcNAc,b,D,p,N1,x,GlcpNAc
G31438WA,unassigned,9,Gal,b,D,p,7,4,Galp
G31438WA,unassigned,10,NeuNAc,a,D,p,9,3|6,NeupNAc
G31627MW,unassigned,13,GlcNAc,b,D,p,N1,6,GlcpNAc
G31627MW,unassigned,15,Gal,b,D,p,13,4,Galp
G31720WP,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G31720WP,unassigned,14,Gal,b,D,p,12,4,Galp
G31720WP,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G32104JU,unassigned,7,Man,x,D,p,N1,x,Manp
G32104JU,unassigned,9,Man,x,D,p,N4,x,Manp
G32483HZ,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G32483HZ,unassigned,14,Gal,b,D,p,12,4,Galp
G32483HZ,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G32483HZ,unassigned,26,NeuNAc,a,D,p,N32,6,NeupNAc
G32974DS,unassigned,15,NeuNAc,a,D,p,N8,x,NeupNAc
G32974DS,unassigned,10,NeuNAc,a,D,p,N3,x,NeupNAc
G32974DS,unassigned,21,NeuNAc,a,D,p,N6,x,NeupNAc
G33269XL,unassigned,11,NeuNAc,x,D,p,N6,x,NeupNAc
G33284WZ,unassigned,11,GlcNAc,x,D,p,10,x,GlcpNAc
G33284WZ,unassigned,12,Gal,x,D,p,11,x,Galp
G33284WZ,unassigned,14,GlcNAc,x,D,p,10,x,GlcpNAc
G33284WZ,unassigned,15,Gal,x,D,p,14,x,Galp
G33284WZ,unassigned,17,GlcNAc,x,D,p,NC,4,GlcpNAc
G33284WZ,unassigned,19,Fuc,x,L,p,NA,6,Fucp
G33284WZ,unassigned,6,Man,a,D,p,NC,x,Manp
G33284WZ,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G33284WZ,unassigned,8,Gal,x,D,p,7,x,Galp
G33284WZ,unassigned,10,Man,a,D,p,NC,x,Manp
G33320JS,unassigned,13,Fuc,a,L,p,N5,x,Fucp
G33320JS,unassigned,8,Fuc,a,L,p,N2,x,Fucp
G33438CM,unassigned,14,NeuNAc,a,D,p,N6,x,NeupNAc
G33671BL,unassigned,12,Man,a,D,p,NC,x,Manp
G33671BL,unassigned,13,GlcNAc,b,D,p,12,2,GlcpNAc
G33671BL,unassigned,15,GalNAc,b,D,p,13,4,GalpNAc
G33671BL,unassigned,6,Man,a,D,p,NC,x,Manp
G33671BL,unassigned,17,NeuNAc,a,D,p,15,6,NeupNAc
G33671BL,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G33671BL,unassigned,9,Gal,b,D,p,7,4,Galp
G33671BL,unassigned,10,NeuNAc,a,D,p,9,6,NeupNAc
G33780DA,unassigned,15,GlcNAc,x,D,p,N4,x,GlcpNAc
G33780DA,unassigned,16,Gal,x,D,p,15,x,Galp
G33780DA,unassigned,17,NeuNAc,x,D,p,16,x,NeupNAc
G33780DA,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G33780DA,unassigned,8,Gal,x,D,p,7,x,Galp
G33780DA,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc
G33842PB,unassigned,15,Gal,x,D,p,N6,x,Galp
G33842PB,unassigned,10,Gal,x,D,p,N3,x,Galp
G33876UV,unassigned,12,NeuNAc,a,D,p,10,6,NeupNAc
G33876UV,unassigned,6,Man,a,D,p,NC,x,Manp
G33876UV,unassigned,7,Man,a,D,p,NC,x,Manp
G33876UV,unassigned,8,GlcNAc,b,D,p,7,2,GlcpNAc
G33876UV,unassigned,10,GalNAc,b,D,p,8,4,GalpNAc
G33947BV,unassigned,11,GlcNAc,b,D,p,10,2,GlcpNAc
G33947BV,unassigned,13,Gal,b,D,p,11,4,Galp
G33947BV,unassigned,14,NeuNAc,a,D,p,13,6,NeupNAc
G33947BV,unassigned,6,Man,a,D,p,NC,x,Manp
G33947BV,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G33947BV,unassigned,9,Gal,b,D,p,7,4,Galp
G33947BV,unassigned,10,Man,a,D,p,NC,x,Manp
G34314SG,unassigned,11,Man,a,D,p,N4,2,Manp
G34314SG,unassigned,12,Man,a,D,p,11,2,Manp
G34314SG,unassigned,7,Man,a,D,p,N1,3,Manp
G34314SG,unassigned,8,Man,a,D,p,N1,6,Manp
G34314SG,unassigned,9,Man,a,D,p,8,2,Manp
G34582DB,unassigned,13,NeuNAc,a,D,p,N32,x,NeupNAc
G34754UR,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G34754UR,unassigned,14,Gal,b,D,p,12,4,Galp
G34754UR,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G34946TH,unassigned,16,NeuNAc,a,D,p,N32,x,NeupNAc
G34946TH,unassigned,10,NeuNAc,a,D,p,N8,x,NeupNAc
G35061TJ,unassigned,11,GlcNAc,x,D,p,N4,x,GlcpNAc
G35061TJ,unassigned,12,Gal,x,D,p,11,x,Galp
G35061TJ,unassigned,13,NeuNAc,x,D,p,12,x,NeupNAc
G35061TJ,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G35061TJ,unassigned,8,Gal,x,D,p,7,x,Galp
G35150SV,unassigned,12,Fuc,a,L,p,10,3,Fucp
G35150SV,unassigned,13,Gal,b,D,p,10,4,Galp
G35150SV,unassigned,14,Man,a,D,p,NC,3|6,Manp
G35150SV,unassigned,15,GlcNAc,b,D,p,14,2,GlcpNAc
G35150SV,unassigned,6,Man,a,D,p,NC,3|6,Manp
G35150SV,unassigned,17,Gal,b,D,p,15,4,Galp
G35150SV,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G35150SV,unassigned,9,Gal,b,D,p,7,4,Galp
G35150SV,unassigned,10,GlcNAc,b,D,p,6,4,GlcpNAc
G35231LE,unassigned,11,Man,x,D,p,10,x,Manp
G35231LE,unassigned,6,Man,a,D,p,NC,3|6,Manp
G35231LE,unassigned,7,Man,a,D,p,NC,3|6,Manp
G35231LE,unassigned,8,Man,x,D,p,7,x,Manp
G35231LE,unassigned,9,Man,x,D,p,8,x,Manp
G35231LE,unassigned,10,Man,x,D,p,7,x,Manp
G35242IF,unassigned,16,NeuNAc,a,D,p,N6,3|6,NeupNAc
G35242IF,unassigned,10,NeuNAc,a,D,p,N3,3|6,NeupNAc
G35734AU,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G35734AU,unassigned,14,Gal,b,D,p,12,4,Galp
G35734AU,unassigned,15,NeuNAc,a,D,p,14,3,NeupNAc
G35734AU,unassigned,26,NeuNAc,a,D,p,N32,6,NeupNAc
G35798GO,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G35798GO,unassigned,14,Gal,b,D,p,12,4,Galp
G35798GO,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G35808UX,unassigned,16,Fuc,x,L,p,NA,6,Fucp
G35823EX,unassigned,9,Glc,b,D,p,N2,4,Glcp
G35952BG,unassigned,11,Man,a,D,p,NC,3|6,Manp
G35952BG,unassigned,12,Man,x,D,p,11,x,Manp
G35952BG,unassigned,13,Man,x,D,p,11,x,Manp
G35952BG,unassigned,6,Man,a,D,p,NC,3|6,Manp
G35952BG,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G35952BG,unassigned,8,Gal,x,D,p,7,x,Galp
G35952BG,unassigned,9,Fuc,x,L,p,7,x,Fucp
G36131WL,unassigned,11,GlcNAc,x,D,p,10,x,GlcpNAc
G36131WL,unassigned,12,Gal,x,D,p,11,x,Galp
G36131WL,unassigned,14,GlcNAc,x,D,p,10,x,GlcpNAc
G36131WL,unassigned,15,Gal,x,D,p,14,x,Galp
G36131WL,unassigned,6,Man,a,D,p,NC,3|6,Manp
G36131WL,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G36131WL,unassigned,8,Gal,x,D,p,7,x,Galp
G36131WL,unassigned,10,Man,a,D,p,NC,3|6,Manp
G36221RT,unassigned,11,Man,a,D,p,NC,x,Manp
G36221RT,unassigned,12,GlcNAc,b,D,p,11,2,GlcpNAc
G36221RT,unassigned,14,Fuc,a,L,p,12,3,Fucp
G36221RT,unassigned,15,GalNAc,b,D,p,12,4,GalpNAc
G36221RT,unassigned,6,Man,a,D,p,NC,x,Manp
G36221RT,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G36221RT,unassigned,9,Fuc,a,L,p,7,3,Fucp
G36221RT,unassigned,10,Gal,b,D,p,7,4,Galp
G36306KM,unassigned,22,Gal,b,D,p,20,4,Galp
G36306KM,unassigned,20,GlcNAc,b,D,p,N10,4,GlcpNAc
G36437LH,unassigned,14,GlcNAc,a,D,p,N20,6,GlcpNAc
G36747XY,unassigned,18,NeuNAc,a,D,p,N6,3|6,NeupNAc
G36747XY,unassigned,10,NeuNAc,a,D,p,N3,3|6,NeupNAc
G36960FP,unassigned,7,GlcNAc,a,D,p,N1,2,GlcpNAc
G36960FP,unassigned,9,Gal,b,D,p,7,4,Galp
G36966DH,unassigned,12,Fuc,a,L,p,10,3,Fucp
G36966DH,unassigned,13,Gal,b,D,p,10,4,Galp
G36966DH,unassigned,14,Man,a,D,p,NC,3|6,Manp
G36966DH,unassigned,15,GlcNAc,b,D,p,14,2,GlcpNAc
G36966DH,unassigned,6,Man,a,D,p,NC,3|6,Manp
G36966DH,unassigned,17,Gal,b,D,p,15,4,Galp
G36966DH,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G36966DH,unassigned,9,Gal,b,D,p,7,4,Galp
G36966DH,unassigned,10,GlcNAc,b,D,p,6,4,GlcpNAc
G37320GX,unassigned,12,GlcNAc,b,D,p,6,2,GlcpNAc
G37320GX,unassigned,14,Gal,b,D,p,12,4,Galp
G37320GX,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G37320GX,unassigned,17,Man,a,D,p,NC,3|6,Manp
G37320GX,unassigned,18,GlcNAc,b,D,p,17,2,GlcpNAc
G37320GX,unassigned,6,Man,a,D,p,NC,3|6,Manp
G37320GX,unassigned,7,GlcNAc,b,D,p,6,4|6,GlcpNAc
G37320GX,unassigned,9,Gal,b,D,p,7,4,Galp
G37320GX,unassigned,20,Gal,b,D,p,18,4,Galp
G37320GX,unassigned,10,NeuNAc,a,D,p,9,6,NeupNAc
G37320GX,unassigned,21,NeuNAc,a,D,p,20,6,NeupNAc
G37626XQ,unassigned,2,Fuc,a,L,p,NA,x,Fucp
G37626XQ,unassigned,15,Gal,b,D,p,N5,x,Galp
G37626XQ,unassigned,16,NeuNAc,a,D,p,15,x,NeupNAc
G37626XQ,unassigned,9,Gal,b,D,p,N2,x,Galp
G37626XQ,unassigned,10,NeuNAc,a,D,p,9,x,NeupNAc
G38267IW,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G38267IW,unassigned,14,Gal,b,D,p,12,4,Galp
G38267IW,unassigned,15,NeuNAc,a,D,p,14,3,NeupNAc
G38473PC,unassigned,12,Gal,b,D,p,10,4,Galp
G38473PC,unassigned,13,NeuNAc,a,D,p,12,3|6,NeupNAc
G38473PC,unassigned,15,Man,a,D,p,NC,3|6,Manp
G38473PC,unassigned,16,GlcNAc,b,D,p,15,2,GlcpNAc
G38473PC,unassigned,18,Gal,b,D,p,16,4,Galp
G38473PC,unassigned,19,NeuNAc,a,D,p,18,3|6,NeupNAc
G38473PC,unassigned,6,Man,a,D,p,NC,3|6,Manp
G38473PC,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G38473PC,unassigned,9,Gal,b,D,p,7,4,Galp
G38473PC,unassigned,10,GlcNAc,b,D,p,6,4,GlcpNAc
G38586WN,unassigned,10,NeuNAc,x,D,p,N3,x,NeupNAc
G38756OC,unassigned,11,GlcNAc,b,D,p,10,2,GlcpNAc
G38756OC,unassigned,12,Gal,b,D,p,11,x,Galp
G38756OC,unassigned,14,GlcNAc,b,D,p,10,4,GlcpNAc
G38756OC,unassigned,15,Gal,b,D,p,14,x,Galp
G38756OC,unassigned,6,Man,a,D,p,NC,x,Manp
G38756OC,unassigned,7,GlcNAc,b,D,p,6,x,GlcpNAc
G38756OC,unassigned,8,Gal,b,D,p,7,x,Galp
G38756OC,unassigned,10,Man,a,D,p,NC,x,Manp
G38849GM,unassigned,19,NeuNAc,a,D,p,N60,6,NeupNAc
G38909RH,unassigned,15,NeuNAc,a,D,p,N8,3|6,NeupNAc
G38909RH,unassigned,10,NeuNAc,a,D,p,N3,3|6,NeupNAc
G39397SW,unassigned,13,GlcNAc,x,D,p,N4,x,GlcpNAc
G39397SW,unassigned,14,Gal,x,D,p,13,x,Galp
G39397SW,unassigned,15,NeuNGc,x,D,p,14,x,NeupNGc
G39397SW,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G39397SW,unassigned,8,Gal,x,D,p,7,x,Galp
G39397SW,unassigned,9,NeuNGc,x,D,p,8,x,NeupNGc
G39431MA,unassigned,11,NeuNAc,x,D,p,10,x,NeupNAc
G39431MA,unassigned,6,Man,a,D,p,NC,3|6,Manp
G39431MA,unassigned,7,Man,x,D,p,6,x,Manp
G39431MA,unassigned,8,Man,a,D,p,NC,3|6,Manp
G39431MA,unassigned,9,GlcNAc,x,D,p,8,x,GlcpNAc
G39431MA,unassigned,10,Gal,x,D,p,9,x,Galp
G39478RR,unassigned,11,Man,a,D,p,N4,2,Manp
G39478RR,unassigned,7,Man,a,D,p,N1,3,Manp
G39478RR,unassigned,8,Man,a,D,p,N1,6,Manp
G39478RR,unassigned,9,Man,a,D,p,8,2,Manp
G39600NF,unassigned,12,GlcNAc,b,D,p,N1,6,GlcpNAc
G39600NF,unassigned,14,Gal,b,D,p,12,4,Galp
G39600NF,unassigned,15,NeuNAc,a,D,p,14,6,NeupNAc
G39617JJ,unassigned,11,Man,x,D,p,10,x,Manp
G39617JJ,unassigned,12,Man,x,D,p,9,x,Manp
G39617JJ,unassigned,13,Man,x,D,p,12,x,Manp
G39617JJ,unassigned,6,Man,a,D,p,NC,3|6,Manp
G39617JJ,unassigned,7,Man,x,D,p,6,x,Manp
G39617JJ,unassigned,8,Man,x,D,p,7,x,Manp
G39617JJ,unassigned,9,Man,a,D,p,NC,3|6,Manp
G39617JJ,unassigned,10,Man,x,D,p,9,x,Manp
G39917RN,unassigned,12,Man,a,D,p,NC,3|6,Manp
G39917RN,unassigned,13,GlcNAc,x,D,p,12,x,GlcpNAc
G39917RN,unassigned,14,Gal,x,D,p,13,x,Galp
G39917RN,unassigned,6,Man,a,D,p,NC,3|6,Manp
G39917RN,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G39917RN,unassigned,8,Glc-SNAc,x,D,p,7,x,GlcpNAc
G39943KJ,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G39943KJ,unassigned,10,GlcNAc,x,D,p,N4,x,GlcpNAc
G40452FK,unassigned,17,NeuNAc,a,D,p,N7,6,NeupNAc
G40490KT,unassigned,12,Man,a,D,p,NC,x,Manp
G40490KT,unassigned,13,GlcNAc,b,D,p,12,2,GlcpNAc
G40490KT,unassigned,15,Fuc,a,L,p,13,3,Fucp
G40490KT,unassigned,16,Gal,b,D,p,13,4,Galp
G40490KT,unassigned,17,Fuc,a,L,p,16,2,Fucp
G40490KT,unassigned,18,GalNAc,a,D,p,16,3,GalpNAc
G40490KT,unassigned,6,Man,a,D,p,NC,x,Manp
G40490KT,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G40490KT,unassigned,9,Gal,b,D,p,7,4,Galp
G40490KT,unassigned,10,NeuNAc,a,D,p,9,3,NeupNAc
G40608DF,unassigned,13,GlcNAc,x,D,p,N4,x,GlcpNAc
G40608DF,unassigned,14,Gal,x,D,p,13,x,Galp
G40608DF,unassigned,15,NeuNGc,x,D,p,14,x,NeupNGc
G40608DF,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G40608DF,unassigned,8,Gal,x,D,p,7,x,Galp
G40608DF,unassigned,9,NeuNGc,x,D,p,8,x,NeupNGc
G41304KE,unassigned,12,Man,a,D,p,NC,x,Manp
G41304KE,unassigned,13,GlcNAc,b,D,p,12,2,GlcpNAc
G41304KE,unassigned,15,Gal,b,D,p,13,4,Galp
G41304KE,unassigned,16,NeuNAc,a,D,p,15,3,NeupNAc
G41304KE,unassigned,6,Man,a,D,p,NC,x,Manp
G41304KE,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc
G41304KE,unassigned,9,Gal,b,D,p,7,4,Galp
G41304KE,unassigned,10,NeuNAc,a,D,p,9,6,NeupNAc
G41742IZ,unassigned,12,Fuc,a,L,p,N2,3|4,Fucp
G41742IZ,unassigned,8,Gal,b,D,p,N2,3|4,Galp
G41742IZ,unassigned,9,Fuc,a,L,p,8,2,Fucp
G41742IZ,unassigned,10,GalNAc,a,D,p,8,3,GalpNAc
G41912CL,unassigned,12,NeuNAc,a,D,p,N2,6,NeupNAc
G42039DE,unassigned,8,Man,a,D,p,N4,x,Manp
G42264OV,unassigned,7,GlcNAc,b,D,p,N1,x,GlcpNAc
G42264OV,unassigned,9,Gal,b,D,p,7,4,Galp
G42358LZ,unassigned,13,GlcNAc,x,D,p,N4,x,GlcpNAc
G42358LZ,unassigned,14,Gal,x,D,p,13,x,Galp
G42358LZ,unassigned,15,NeuNAc,x,D,p,14,x,NeupNAc
G42358LZ,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc
G42358LZ,unassigned,8,Gal,x,D,p,7,x,Galp
G42358LZ,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc
G42440OJ,unassigned,12,Man,a,D,p,NC,3|6,Manp
G42440OJ,unassigned,13,GlcNAc,x,D,p,12,x,GlcpNAc
G42440OJ,unassigned,14,GalNAc,x,D,p,13,x,GalpNAc
G42440OJ,unassigned,15,NeuNAc,x,D,p,14,x,NeupNAc
G42440OJ,unassigned,6,Man,a,D,p,NC,3|6,Manp
G42440OJ,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc
G42440OJ,unassigned,8,Gal,x,D,p,7,x,Galp
G42440OJ,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc
G42493LZ,unassigned,11,Gal,x,D,p,10,x,Galp
G42493LZ,unassigned,6,Man,a,D,p,NC,3|6,Manp
G42493LZ,unassigned,7,Man,a,D,p,6,3,Manp
G42493LZ,unassigned,8,Man,a,D,p,6,6,Manp
G42493LZ,unassigned,9,Man,a,D,p,NC,3|6,Manp
G42493LZ,unassigned,10,GlcNAc,x,D,p,9,x,GlcpNAc
